# Simulation Minimum: 0.0 0.0 0.0
# Simulation Maximum: 141.0981 176.00237 130.5685
# Box Minimum: 70.54905 88.001185 65.28425
# Box Maximum: 141.0981 176.00237 130.5685
# <6022>
# ID	Position (x y z)	Area	type
151	70.70556 117.53307 78.74531	rh.caudalanteriorcingulate	ex
152	71.50508 101.15818 100.53276	rh.superiorfrontal	ex
153	70.68699 135.64648 76.43967	lh.caudalanteriorcingulate	ex
154	71.00335 135.90744 76.95369	rh.superiorfrontal	ex
155	70.7616 139.48112 76.2702	rh.superiorfrontal	ex
156	71.26149 138.4667 74.61433	rh.superiorfrontal	ex
157	70.93068 141.57467 75.85289	rh.superiorfrontal	ex
158	70.6569 140.65005 73.86668	rh.superiorfrontal	ex
159	71.62751 135.75173 66.86553	rh.rostralanteriorcingulate	ex
160	76.35701 137.3682 68.3031	rh.rostralanteriorcingulate	ex
161	72.68535 137.97555 65.68246	rh.rostralanteriorcingulate	ex
162	76.94483 138.76373 66.42375	rh.rostralanteriorcingulate	ex
163	70.86492 133.7947 80.20553	rh.superiorfrontal	ex
164	71.55533 133.5192 78.57824	rh.superiorfrontal	ex
165	70.69627 141.0526 78.3293	rh.superiorfrontal	ex
166	71.21065 139.18918 73.04246	rh.superiorfrontal	ex
167	71.63732 138.873 70.94675	rh.superiorfrontal	ex
168	70.98455 141.12714 76.68453	rh.superiorfrontal	ex
169	71.94993 140.51522 66.25336	rh.superiorfrontal	ex
170	71.0564 141.87466 65.97234	rh.superiorfrontal	ex
171	72.25448 139.69225 67.36489	rh.superiorfrontal	ex
172	70.72255 143.02358 75.86456	rh.superiorfrontal	ex
173	71.18832 99.68078 100.96731	lh.superiorfrontal	ex
174	71.95131 101.22316 77.77383	rh.caudalanteriorcingulate	ex
175	70.55643 99.31018 80.88331	rh.posteriorcingulate	ex
176	71.31722 99.60209 79.40715	rh.posteriorcingulate	ex
177	71.88707 98.9799 77.13161	rh.posteriorcingulate	ex
178	70.86712 118.59151 82.17855	rh.caudalanteriorcingulate	ex
179	70.55316 126.17508 74.05556	rh.caudalanteriorcingulate	ex
180	76.49477 135.18068 70.50554	rh.caudalanteriorcingulate	ex
181	72.76653 137.55639 70.18197	rh.superiorfrontal	ex
182	71.06163 139.99181 70.10072	rh.superiorfrontal	ex
183	70.68783 142.43054 66.87675	rh.superiorfrontal	ex
184	70.61889 134.51979 66.24877	rh.rostralanteriorcingulate	ex
185	91.23591 129.48473 98.72208	rh.superiorfrontal	ex
186	71.34927 140.13909 68.46123	rh.superiorfrontal	ex
187	70.67615 141.51687 68.25524	rh.superiorfrontal	ex
188	71.56055 146.09884 83.0013	lh.superiorfrontal	ex
189	70.59248 136.54427 78.32822	lh.caudalanteriorcingulate	ex
190	70.59745 134.20845 76.88274	lh.caudalanteriorcingulate	ex
191	72.24215 125.14857 80.45738	rh.caudalanteriorcingulate	ex
192	71.09025 125.87888 77.25958	rh.caudalanteriorcingulate	ex
193	72.3866 127.1159 79.34655	rh.caudalanteriorcingulate	ex
194	71.05334 124.27849 77.429	rh.caudalanteriorcingulate	ex
195	70.67842 123.49794 75.95267	rh.caudalanteriorcingulate	ex
196	77.64567 131.25601 78.30983	rh.caudalanteriorcingulate	ex
197	71.80698 135.45186 68.05239	rh.rostralanteriorcingulate	ex
198	76.79824 131.73572 75.04597	rh.superiorfrontal	ex
199	77.66113 145.42891 80.94792	rh.superiorfrontal	ex
200	77.94704 145.74616 80.33157	rh.superiorfrontal	ex
201	73.16861 152.30018 82.14442	rh.superiorfrontal	ex
202	71.55634 153.13536 77.45299	rh.superiorfrontal	ex
203	71.67304 100.97163 102.0772	lh.superiorfrontal	ex
204	70.91136 144.16783 76.85546	rh.superiorfrontal	ex
205	75.92895 160.83071 69.13077	rh.superiorfrontal	ex
206	77.01334 164.04589 70.2604	rh.superiorfrontal	ex
207	71.15849 164.84262 66.55906	rh.superiorfrontal	ex
208	71.48718 152.86746 88.83995	lh.superiorfrontal	ex
209	71.42457 154.69 86.97218	lh.superiorfrontal	ex
210	70.9102 152.0318 71.57927	lh.superiorfrontal	ex
211	70.55226 154.54682 79.04635	lh.superiorfrontal	ex
212	70.77093 153.78653 77.94336	lh.superiorfrontal	ex
213	70.75896 156.21421 69.16344	lh.superiorfrontal	ex
214	70.69852 156.54927 77.76753	lh.superiorfrontal	ex
215	70.6197 157.96996 77.86381	lh.superiorfrontal	ex
216	90.86905 161.07341 74.48203	rh.rostralmiddlefrontal	ex
217	86.6891 168.59599 68.00241	rh.rostralmiddlefrontal	ex
218	78.26261 147.72989 77.91318	rh.superiorfrontal	ex
219	71.28286 152.65996 70.5488	rh.superiorfrontal	ex
220	70.61216 153.36307 73.2534	rh.superiorfrontal	ex
221	71.00809 154.11556 75.98605	rh.superiorfrontal	ex
222	70.73299 154.87328 72.8035	rh.superiorfrontal	ex
223	72.22112 154.86302 88.77264	rh.superiorfrontal	ex
224	72.07116 155.15698 87.12083	rh.superiorfrontal	ex
225	72.86894 154.42593 84.32057	rh.superiorfrontal	ex
226	72.59031 155.61592 83.58376	rh.superiorfrontal	ex
227	85.38444 169.26244 69.06388	rh.superiorfrontal	ex
228	71.13538 145.07805 84.63921	lh.superiorfrontal	ex
229	70.79767 152.33393 69.01193	lh.superiorfrontal	ex
230	70.56859 154.88768 70.56825	lh.superiorfrontal	ex
231	72.17361 152.47045 69.13909	rh.superiorfrontal	ex
232	71.08626 155.0662 71.14859	rh.superiorfrontal	ex
233	71.54088 157.4421 77.7052	rh.superiorfrontal	ex
234	71.04749 145.46707 80.60277	lh.superiorfrontal	ex
235	71.47136 146.21865 81.41504	lh.superiorfrontal	ex
236	79.07573 123.33465 82.58921	rh.caudalanteriorcingulate	ex
237	70.62813 145.55993 75.88224	rh.superiorfrontal	ex
238	78.31596 146.97834 78.32946	rh.superiorfrontal	ex
239	70.63878 160.74028 66.0501	rh.superiorfrontal	ex
240	72.94468 168.3463 66.14445	rh.superiorfrontal	ex
241	70.80777 153.71174 69.06637	lh.superiorfrontal	ex
242	70.78515 151.64566 66.61345	rh.superiorfrontal	ex
243	74.38948 169.9874 73.44294	rh.superiorfrontal	ex
244	74.46112 169.44034 72.22054	rh.superiorfrontal	ex
245	73.74677 168.1747 70.49351	rh.superiorfrontal	ex
246	75.76527 170.97212 71.57339	rh.superiorfrontal	ex
247	75.66071 171.13106 70.24253	rh.superiorfrontal	ex
248	74.36311 169.82871 69.50309	rh.superiorfrontal	ex
249	73.94465 170.14787 67.94912	rh.superiorfrontal	ex
250	72.24825 147.17731 86.8794	rh.superiorfrontal	ex
251	82.0187 170.88049 66.00629	rh.superiorfrontal	ex
252	72.29266 164.59489 79.1728	rh.superiorfrontal	ex
253	72.51866 167.21201 72.87113	rh.superiorfrontal	ex
254	72.94989 168.96018 67.52378	rh.superiorfrontal	ex
255	71.28062 96.74001 102.83947	rh.superiorfrontal	ex
256	71.38641 98.38117 102.1962	lh.superiorfrontal	ex
257	71.58254 97.56398 104.22485	rh.superiorfrontal	ex
258	70.65613 102.17868 109.31386	lh.superiorfrontal	ex
259	71.87108 99.67202 103.3061	lh.superiorfrontal	ex
260	71.8059 99.49262 104.83837	lh.superiorfrontal	ex
261	70.7564 143.57842 81.13297	lh.superiorfrontal	ex
262	71.83086 88.09521 75.91281	rh.posteriorcingulate	ex
263	71.0931 97.08835 101.90126	lh.superiorfrontal	ex
264	71.36987 113.68676 83.91139	rh.caudalanteriorcingulate	ex
265	71.24081 98.59263 100.86023	rh.superiorfrontal	ex
266	70.64028 92.5936 83.75319	rh.posteriorcingulate	ex
267	70.95151 94.70586 101.68146	lh.superiorfrontal	ex
268	71.08657 95.5125 100.12994	rh.superiorfrontal	ex
269	71.95116 88.39583 98.29976	rh.paracentral	ex
270	71.13547 93.50921 102.24176	lh.superiorfrontal	ex
271	70.8587 98.36476 94.70191	rh.superiorfrontal	ex
272	72.04376 97.48889 77.20755	rh.posteriorcingulate	ex
273	71.68185 101.28616 78.87516	rh.caudalanteriorcingulate	ex
274	70.86485 102.35717 78.98141	rh.caudalanteriorcingulate	ex
275	70.63093 89.95479 73.8211	rh.posteriorcingulate	ex
276	76.1789 115.84596 87.44569	rh.caudalanteriorcingulate	ex
277	75.67894 111.55185 90.07163	rh.caudalanteriorcingulate	ex
278	77.68727 132.11302 73.35985	rh.superiorfrontal	ex
279	72.79232 126.29315 83.59278	rh.superiorfrontal	ex
280	78.43411 127.44307 80.22247	rh.superiorfrontal	ex
281	70.64468 142.86415 82.6989	lh.superiorfrontal	ex
282	70.75995 141.71261 80.17302	rh.superiorfrontal	ex
283	75.35252 130.02747 102.649	rh.superiorfrontal	ex
284	78.23839 155.77701 67.22215	rh.superiorfrontal	ex
285	75.86859 150.00408 79.0186	rh.superiorfrontal	ex
286	71.02104 135.56542 65.30444	rh.rostralanteriorcingulate	ex
287	77.69176 155.76373 67.16797	rh.superiorfrontal	ex
288	77.57447 154.88902 67.04267	rh.superiorfrontal	ex
289	73.06367 137.84142 89.99766	rh.superiorfrontal	ex
290	73.76221 138.84188 89.4019	rh.superiorfrontal	ex
291	72.21622 138.95727 88.27406	rh.superiorfrontal	ex
292	72.16254 139.91441 87.11785	rh.superiorfrontal	ex
293	74.82385 137.44469 93.05604	rh.superiorfrontal	ex
294	71.20737 140.14985 86.03843	rh.superiorfrontal	ex
295	72.32076 139.01012 94.69554	rh.superiorfrontal	ex
296	74.48193 138.62329 92.11486	rh.superiorfrontal	ex
297	73.35623 139.39099 92.86535	rh.superiorfrontal	ex
298	72.16903 166.77279 68.73495	rh.superiorfrontal	ex
299	70.66734 148.7412 71.29642	lh.superiorfrontal	ex
300	70.75974 151.96164 75.07261	lh.superiorfrontal	ex
301	70.97662 151.42898 70.06533	lh.superiorfrontal	ex
302	70.88858 151.13024 73.157	lh.superiorfrontal	ex
303	71.8236 152.20768 68.55946	rh.superiorfrontal	ex
304	70.78473 151.37494 68.51844	rh.superiorfrontal	ex
305	77.24839 151.90466 65.62894	rh.superiorfrontal	ex
306	71.824 152.4784 66.65446	rh.superiorfrontal	ex
307	73.23376 135.14745 70.18491	rh.rostralanteriorcingulate	ex
308	73.01183 136.05196 68.68731	rh.rostralanteriorcingulate	ex
309	75.22777 139.19707 65.52274	rh.rostralanteriorcingulate	ex
310	74.55504 135.28275 70.46255	rh.superiorfrontal	ex
311	78.1211 154.9023 67.09685	rh.superiorfrontal	ex
312	71.21775 162.50351 79.11937	lh.superiorfrontal	ex
313	76.62571 157.8982 67.86411	rh.superiorfrontal	ex
314	70.61751 158.55118 65.90815	rh.superiorfrontal	ex
315	71.12591 161.72794 67.79677	rh.superiorfrontal	ex
316	85.96086 170.11852 70.65198	rh.superiorfrontal	ex
317	84.9269 170.21235 71.75563	rh.superiorfrontal	ex
318	83.25488 170.36928 68.35443	rh.superiorfrontal	ex
319	83.22713 170.65961 71.24559	rh.superiorfrontal	ex
320	82.43285 171.13061 69.70459	rh.superiorfrontal	ex
321	79.29847 172.69363 70.19534	rh.superiorfrontal	ex
322	71.41192 91.11527 91.70944	lh.posteriorcingulate	ex
323	70.84695 91.92888 88.43516	lh.posteriorcingulate	ex
324	71.04846 92.57712 90.18436	lh.posteriorcingulate	ex
325	70.66748 90.97458 80.50894	rh.posteriorcingulate	ex
326	70.83922 88.29514 113.10259	lh.paracentral	ex
327	71.02695 89.71553 120.89601	lh.paracentral	ex
328	71.32035 88.95914 117.47651	lh.paracentral	ex
329	71.56867 88.55078 115.84606	lh.paracentral	ex
330	70.56162 89.23442 114.62665	lh.paracentral	ex
331	72.63189 90.15975 98.22069	rh.paracentral	ex
332	70.76049 89.81936 123.82318	lh.paracentral	ex
333	70.74298 90.25485 117.87438	lh.paracentral	ex
334	70.81418 90.78162 119.6005	lh.paracentral	ex
335	71.04981 90.32454 78.97426	rh.posteriorcingulate	ex
336	70.83013 90.36541 122.21937	lh.paracentral	ex
337	71.24506 97.35281 101.2874	rh.superiorfrontal	ex
338	71.40331 95.89472 102.86928	lh.superiorfrontal	ex
339	79.65377 125.97731 101.12218	rh.superiorfrontal	ex
340	71.51721 89.21126 91.25745	lh.posteriorcingulate	ex
341	71.36701 88.96872 89.55296	lh.posteriorcingulate	ex
342	71.0602 90.22555 88.25462	lh.posteriorcingulate	ex
343	71.1232 88.37228 94.19471	lh.posteriorcingulate	ex
344	71.46955 88.12154 92.45847	lh.posteriorcingulate	ex
345	70.57343 88.45878 85.62735	lh.posteriorcingulate	ex
346	70.59055 93.44685 79.8816	rh.posteriorcingulate	ex
347	70.9949 96.50213 76.1297	rh.posteriorcingulate	ex
348	72.93365 92.5242 100.22063	rh.superiorfrontal	ex
349	71.82736 93.08568 98.50193	rh.superiorfrontal	ex
350	71.56394 94.62502 102.94196	rh.superiorfrontal	ex
351	71.16662 95.50369 102.13126	rh.superiorfrontal	ex
352	71.03505 94.52857 98.39599	rh.superiorfrontal	ex
353	70.70253 89.41634 94.75506	lh.posteriorcingulate	ex
354	70.94358 91.07069 93.47081	lh.posteriorcingulate	ex
355	70.79279 88.89364 86.94627	lh.posteriorcingulate	ex
356	71.25181 94.25604 78.97552	rh.posteriorcingulate	ex
357	70.61899 96.23397 80.753	rh.posteriorcingulate	ex
358	71.15608 96.0109 79.32015	rh.posteriorcingulate	ex
359	70.57066 98.30069 83.97694	rh.posteriorcingulate	ex
360	70.59429 97.75884 81.76732	rh.posteriorcingulate	ex
361	71.0144 96.8207 99.79874	rh.superiorfrontal	ex
362	70.66088 91.40882 84.8257	lh.posteriorcingulate	ex
363	70.6563 95.56213 83.88242	rh.posteriorcingulate	ex
364	73.02676 93.95894 77.78003	rh.posteriorcingulate	ex
365	70.6309 92.56714 86.64486	lh.posteriorcingulate	ex
366	70.55933 92.18529 83.14162	lh.posteriorcingulate	ex
367	70.64272 94.0221 86.54124	lh.posteriorcingulate	ex
368	70.67153 93.63434 83.12787	lh.posteriorcingulate	ex
369	70.67829 95.12235 85.04043	lh.posteriorcingulate	ex
370	70.71377 94.94284 83.90385	lh.posteriorcingulate	ex
371	70.68331 95.93079 96.3396	lh.posteriorcingulate	ex
372	70.99861 97.49291 96.28989	lh.posteriorcingulate	ex
373	70.8613 96.56963 93.68192	lh.posteriorcingulate	ex
374	71.26537 98.18804 95.44068	lh.posteriorcingulate	ex
375	71.45627 97.67266 94.24618	lh.posteriorcingulate	ex
376	71.14191 100.01849 95.39721	lh.posteriorcingulate	ex
377	71.04773 96.91038 92.25693	lh.posteriorcingulate	ex
378	71.48877 99.06889 93.61921	lh.posteriorcingulate	ex
379	70.74406 100.93871 96.1735	lh.posteriorcingulate	ex
380	71.21695 100.26459 94.32768	lh.posteriorcingulate	ex
381	71.54458 99.33298 92.25654	lh.posteriorcingulate	ex
382	71.07238 101.74118 93.95452	lh.posteriorcingulate	ex
383	71.69847 98.2775 91.45853	lh.posteriorcingulate	ex
384	71.28825 99.05294 90.0478	lh.posteriorcingulate	ex
385	71.43224 100.9102 91.60045	lh.posteriorcingulate	ex
386	71.13785 100.92407 90.06587	lh.posteriorcingulate	ex
387	70.97394 99.67465 93.56914	rh.superiorfrontal	ex
388	70.93651 90.56517 67.97675	rh.posteriorcingulate	ex
389	70.69728 103.06868 95.01408	lh.posteriorcingulate	ex
390	71.23187 102.1227 92.58995	lh.posteriorcingulate	ex
391	70.75834 104.68076 94.46744	lh.posteriorcingulate	ex
392	71.23257 103.96097 91.89642	lh.posteriorcingulate	ex
393	70.59682 102.40589 89.31418	lh.posteriorcingulate	ex
394	70.89191 104.23024 90.15523	lh.posteriorcingulate	ex
395	70.60748 105.16973 102.45048	lh.superiorfrontal	ex
396	71.37343 91.45451 65.61637	rh.posteriorcingulate	ex
397	80.21162 104.77948 85.89439	rh.superiorfrontal	ex
398	70.87801 118.78525 80.54098	rh.caudalanteriorcingulate	ex
399	70.91866 123.77452 69.61932	rh.caudalanteriorcingulate	ex
400	70.73851 124.31837 70.18746	rh.caudalanteriorcingulate	ex
401	70.86916 124.33852 68.16761	rh.caudalanteriorcingulate	ex
402	70.70028 126.27181 68.12328	rh.caudalanteriorcingulate	ex
403	70.62492 126.29389 66.66714	rh.caudalanteriorcingulate	ex
404	70.93436 129.93238 74.06818	rh.caudalanteriorcingulate	ex
405	70.5838 128.01772 66.30609	rh.caudalanteriorcingulate	ex
406	75.49364 132.33334 74.45186	rh.caudalanteriorcingulate	ex
407	71.18643 122.30243 88.01355	rh.superiorfrontal	ex
408	77.41762 132.03649 73.85806	rh.superiorfrontal	ex
409	76.34966 131.97836 74.92947	rh.superiorfrontal	ex
410	71.69389 122.08476 81.73776	rh.caudalanteriorcingulate	ex
411	71.397 123.33379 80.10836	rh.caudalanteriorcingulate	ex
412	71.03129 123.12443 78.69025	rh.caudalanteriorcingulate	ex
413	71.30752 132.74666 72.27268	rh.caudalanteriorcingulate	ex
414	72.98886 134.37771 73.6672	rh.superiorfrontal	ex
415	72.0451 136.88487 73.6462	rh.superiorfrontal	ex
416	70.69611 115.07852 80.47463	rh.caudalanteriorcingulate	ex
417	76.52521 122.90121 82.73275	rh.caudalanteriorcingulate	ex
418	74.5326 123.18565 82.34263	rh.caudalanteriorcingulate	ex
419	73.74746 125.16752 81.42204	rh.caudalanteriorcingulate	ex
420	72.3206 127.01763 82.7709	rh.superiorfrontal	ex
421	70.57585 126.66097 86.16633	lh.superiorfrontal	ex
422	79.29371 124.00735 81.91653	rh.superiorfrontal	ex
423	77.58399 120.39899 83.45087	rh.caudalanteriorcingulate	ex
424	73.32414 121.91876 83.00737	rh.caudalanteriorcingulate	ex
425	88.57481 122.55037 108.17056	rh.superiorfrontal	ex
426	73.51741 136.19453 96.93366	rh.superiorfrontal	ex
427	70.67801 131.96096 71.61877	rh.caudalanteriorcingulate	ex
428	92.41788 125.50895 95.62045	rh.superiorfrontal	ex
